Date,Comment,Quality,Difficulty,Tags,Course,For Credit,Attendance,Grade,Textbook,Thumbs Up,Thumbs Down
2018-04-27,"Her tests are very hard, but she is solid.",5.0,5.0,"Respected, Inspirational, TEST HEAVY",BTE417,True,mandatory,B,5,2,0
2018-04-23,"Brought in Chipotle on final class day of BTE417. That speaks for itself. Very nice teacher, always accessible, class has a decent amount of work but manageable.",5.0,3.0,"Respected, ACCESSIBLE OUTSIDE CLASS, Caring",BTE417,True,mandatory,A,5,0,0
2018-01-16,"Not a good professor, poor communication. Extremely dry lectures. Not an enjoyable class. Very hard tests.",2.0,2.0,"GROUP PROJECTS, LECTURE HEAVY",BTE417,True,mandatory,A-,0,0,0
2017-12-28,"Stuff in the in the beginning of the course is really boring stuff.. but gets better later in the semester with class activities. She knows her stuff in project management and tries to get your ready for the certification, but the exams are hard.",5.0,3.0,"Get ready to read, TEST HEAVY, Amazing lectures",BTE417,True,mandatory,B+,5,7,0
2017-12-28,Labs are crazy but Prof is cool. She is nice when you see her in her office.,4.0,4.0,"Respected, LOTS OF HOMEWORK, ACCESSIBLE OUTSIDE CLASS",BTE400,True,non mandatory,A-,5,4,0
2017-11-30,"She is hardcore when you start the course, but in the end she is really nice if you visit her in office hours. Her tests are really tough though. Ask for extra credit.",5.0,3.0,"Amazing lectures, GROUP PROJECTS, Tests are tough",BTE210,True,mandatory,A,5,6,0
2017-11-12,Super easy going. Signed up for all her all classes before but her labs are bone crushers in this one!,5.0,4.0,"ACCESSIBLE OUTSIDE CLASS, Caring",BTE400,True,mandatory,A-,5,3,1
2017-10-15,She is super chill! One of the best professors at University of Miami.,5.0,4.0,"Gives good feedback, Respected, LECTURE HEAVY",BTE210,True,non mandatory,A,0,2,2
2017-09-04,"Lectures are boring and textbook is dry read. Some of the exam questions are out of no where. But the the professor is really easy going when you visit her and wants to help you out before exams. She is always pushing to take the certification exam, but I guess I should do it sometime. Group activities break up the daily grind.",5.0,3.0,"Get ready to read, ACCESSIBLE OUTSIDE CLASS, TEST HEAVY",BTE417,True,non mandatory,A-,5,3,0
2017-08-31,Got my Project management certification in this class. Group projects drag and some of the early stuff is boring. Picks up half way. She is accessible if you see her in office hours.,5.0,3.0,"Participation matters, TEST HEAVY, Caring",BTE417,True,non mandatory,B+,5,2,0
2017-07-07,"For a summer class, there is lot of reading and it's completely test heavy. Textbook doesn't match up with the class lectures sometimes and topics are all over the place in tech. Go see her in office hours  before exams because she gives some questions on the exam, but why is this class so hard!! She is cool outside of class..",5.0,4.0,"Get ready to read, TEST HEAVY, GROUP PROJECTS",BTE210,True,mandatory,B,5,3,0
2017-06-15,"She seems nice, but you need to get in good group early",5.0,4.0,"Participation matters, Skip class? You won't pass., GROUP PROJECTS",BTE210,True,mandatory,B+,5,6,0
2017-06-09,Take her. Whole class is curve based but she tries to help you in every way to make sure you get the best grade you can get,5.0,4.0,"Respected, Skip class? You won't pass., Caring",BTE210,True,,A-,5,5,1
2017-05-17,She is solid,4.0,4.0,"Gives good feedback, Respected, Get ready to read",BTE210,True,mandatory,A,5,5,0
